Date,Direction,Coin,Futures,Transaction amount,Average Price,Realized P/L,NetProfits,Fee,
2025-02-14 18:46:10,Open long,USDT,BTCUSDT,0.004,97999,0,0,-0.2351976,
2025-02-14 18:43:59,Open long,USDT,BTCUSDT,0.003,97964.8,0,0,-0.17633664,
2025-02-14 18:43:59,Open long,USDT,BTCUSDT,0.001,97968.2,0,0,-0.05878092,
2025-02-14 18:43:18,Open long,USDT,BTCUSDT,0.004,97927.3,0,0,-0.23502552,
2025-02-14 18:41:31,Open long,USDT,BTCUSDT,0.006,97880.2,0,0,-0.35236872,
2025-02-14 18:39:23,Open short,USDT,BTCUSDT,0.002,97742.3,0,0,-0.11729076,
2025-02-14 18:37:35,Close long,USDT,BTCUSDT,0.019,97685.9,5.095499999999,3.981880739999,-1.11361926,
2025-02-14 18:27:51,Open short,USDT,BTCUSDT,0.005,97381.8,0,0,-0.2921454,
2025-02-14 18:25:53,Open long,USDT,BTCUSDT,0.006,97457.8,0,0,-0.35084808,
2025-02-14 18:19:49,Open long,USDT,BTCUSDT,0.003,97247.4,0,0,-0.17504532,
2025-02-14 18:19:18,Open long,USDT,BTCUSDT,0.002,97285.3,0,0,-0.11674236,
2025-02-14 18:18:12,Open long,USDT,BTCUSDT,0.002,97315.8,0,0,-0.11677896,
2025-02-14 18:00:40,Open long,USDT,BTCUSDT,0.006,97540.9,0,0,-0.35114724,
2025-02-14 18:00:00,Close long,USDT,BTCUSDT,0.04,97615,23.867399999999,21.524639999999,-2.34276,
2025-02-14 17:46:21,Open short,USDT,BTCUSDT,0.002,96743.3,0,0,-0.11609196,
2025-02-14 17:34:15,Open long,USDT,BTCUSDT,0.005,96693,0,0,-0.290079,
2025-02-14 17:34:15,Open long,USDT,BTCUSDT,0.001,96692.8,0,0,-0.05801568,
2025-02-14 17:17:58,Open short,USDT,BTCUSDT,0.003,96588.6,0,0,-0.17385948,
2025-02-14 17:02:39,Open long,USDT,BTCUSDT,0.004,96923,0,0,-0.2326152,
2025-02-14 17:00:46,Open long,USDT,BTCUSDT,0.001,96840.1,0,0,-0.05810406,
2025-02-14 17:00:46,Open long,USDT,BTCUSDT,0.001,96840.1,0,0,-0.05810406,
2025-02-14 17:00:36,Open long,USDT,BTCUSDT,0.004,96844.8,0,0,-0.23242752,
2025-02-14 16:55:11,Open short,USDT,BTCUSDT,0.002,96846.3,0,0,-0.11621556,
2025-02-14 16:36:11,Open long,USDT,BTCUSDT,0.002,96531.5,0,0,-0.1158378,
2025-02-14 16:34:49,Open long,USDT,BTCUSDT,0.002,96569,0,0,-0.1158828,
2025-02-14 16:33:32,Open long,USDT,BTCUSDT,0.004,96510,0,0,-0.231624,
2025-02-14 15:53:55,Open long,USDT,BTCUSDT,0.008,97511.8,0,0,-0.46805664,
2025-02-14 15:53:03,Open long,USDT,BTCUSDT,0.008,97436,0,0,-0.4676928,
2025-02-14 15:49:44,Close long,USDT,BTCUSDT,0.026,97366,5.654599999999,4.135690399999,-1.5189096,
2025-02-14 15:45:54,Open long,USDT,BTCUSDT,0.008,97210.2,0,0,-0.46660896,
2025-02-14 15:44:42,Open short,USDT,BTCUSDT,0.002,97085.2,0,0,-0.11650224,
2025-02-14 15:43:36,Open long,USDT,BTCUSDT,0.012,97122.8,0,0,-0.69928416,
2025-02-14 15:43:10,Open long,USDT,BTCUSDT,0.006,97117.7,0,0,-0.34962372,
2025-02-14 15:42:04,Close long,USDT,BTCUSDT,0.044,97043.8,16.239599999999,13.677643679999,-2.56195632,
2025-02-14 15:25:49,Open short,USDT,BTCUSDT,0.002,96627.4,0,0,-0.11595288,
2025-02-14 15:01:35,Open short,USDT,BTCUSDT,0.003,96769.9,0,0,-0.17418582,
2025-02-14 14:54:31,Open short,USDT,BTCUSDT,0.003,96792.7,0,0,-0.17422686,
2025-02-14 13:18:54,Open long,USDT,BTCUSDT,0.004,96599.1,0,0,-0.23183784,
2025-02-14 12:43:47,Open short,USDT,BTCUSDT,0.003,96795.3,0,0,-0.17423154,
2025-02-14 09:41:01,Open long,USDT,BTCUSDT,0.002,96895.9,0,0,-0.11627508,
2025-02-14 07:51:11,Open long,USDT,BTCUSDT,0.004,96688.8,0,0,-0.23205312,
2025-02-14 07:49:37,Open long,USDT,BTCUSDT,0.006,96653.8,0,0,-0.34795368,
2025-02-14 07:49:13,Open long,USDT,BTCUSDT,0.002,96638.4,0,0,-0.11596608,
2025-02-14 07:46:42,Open long,USDT,BTCUSDT,0.006,96640,0,0,-0.347904,
2025-02-14 07:46:05,Open long,USDT,BTCUSDT,0.004,96629.4,0,0,-0.23191056,
2025-02-14 07:39:56,Open long,USDT,BTCUSDT,0.002,96639.7,0,0,-0.11596764,
2025-02-14 07:39:35,Open short,USDT,BTCUSDT,0.002,96638.4,0,0,-0.11596608,
2025-02-14 07:31:03,Open long,USDT,BTCUSDT,0.002,96683,0,0,-0.1160196,
2025-02-14 07:29:44,Open long,USDT,BTCUSDT,0.012,96711.8,0,0,-0.69632496,
2025-02-14 07:25:05,Open short,USDT,BTCUSDT,0.006,96699.9,0,0,-0.34811964,
2025-02-14 07:24:23,Close long,USDT,BTCUSDT,0.025,96694.2,10.978599999999,9.528186999999,-1.450413,
2025-02-14 06:35:53,Open short,USDT,BTCUSDT,0.002,96634.7,0,0,-0.11596164,
2025-02-14 06:35:04,Open short,USDT,BTCUSDT,0.002,96603.9,0,0,-0.11592468,
2025-02-14 06:33:35,Open short,USDT,BTCUSDT,0.002,96620.8,0,0,-0.11594496,
2025-02-14 06:27:30,Open short,USDT,BTCUSDT,0.002,96760,0,0,-0.116112,
2025-02-14 05:46:54,Open short,USDT,BTCUSDT,0.004,96799.9,0,0,-0.23231976,
2025-02-13 22:20:20,Open short,USDT,BTCUSDT,0.002,96353.7,0,0,-0.11562444,
2025-02-13 22:04:10,Open long,USDT,BTCUSDT,0.004,96309.3,0,0,-0.23114232,
2025-02-13 22:02:17,Open long,USDT,BTCUSDT,0.004,96281.8,0,0,-0.23107632,
2025-02-13 22:01:09,Open long,USDT,BTCUSDT,0.002,96233,0,0,-0.1154796,
2025-02-13 22:00:57,Open long,USDT,BTCUSDT,0.002,96234.3,0,0,-0.11548116,
2025-02-13 22:00:10,Open long,USDT,BTCUSDT,0.004,96251.4,0,0,-0.23100336,
2025-02-13 21:59:34,Open long,USDT,BTCUSDT,0.009,96230.2,0,0,-0.51964308,
2025-02-13 21:53:44,Open short,USDT,BTCUSDT,0.002,96070,0,0,-0.115284,
2025-02-13 21:52:56,Open short,USDT,BTCUSDT,0.006,96102.3,0,0,-0.34596828,
2025-02-13 21:52:40,Open short,USDT,BTCUSDT,0.002,96084.4,0,0,-0.11530128,
2025-02-13 21:52:23,Open short,USDT,BTCUSDT,0.002,96079.7,0,0,-0.11529564,
2025-02-13 21:50:50,Open short,USDT,BTCUSDT,0.006,96071.4,0,0,-0.34585704,
2025-02-13 21:50:30,Open short,USDT,BTCUSDT,0.003,96097.3,0,0,-0.17297514,
2025-02-13 21:49:29,Open short,USDT,BTCUSDT,0.002,96156,0,0,-0.1153872,
2025-02-13 21:49:07,Close long,USDT,BTCUSDT,0.049,96182.2,15.523599999999,12.695843319999,-2.82775668,
2025-02-13 21:28:08,Open short,USDT,BTCUSDT,0.002,96061.2,0,0,-0.11527344,
2025-02-13 21:09:30,Open long,USDT,BTCUSDT,0.002,95833.4,0,0,-0.11500008,
2025-02-13 21:03:18,Open short,USDT,BTCUSDT,0.003,95647.4,0,0,-0.17216532,
2025-02-13 21:02:25,Open long,USDT,BTCUSDT,0.002,95638.5,0,0,-0.1147662,
2025-02-13 21:01:30,Open long,USDT,BTCUSDT,0.002,95652.5,0,0,-0.114783,
2025-02-13 21:00:53,Close short,USDT,BTCUSDT,0.035,95591.5,15.262579999999,13.255158499999,-2.0074215,
2025-02-13 20:09:40,Open short,USDT,BTCUSDT,0.002,96279.8,0,0,-0.11553576,
2025-02-13 19:52:24,Open long,USDT,BTCUSDT,0.001,95700,0,0,-0.05742,
2025-02-13 19:52:24,Open long,USDT,BTCUSDT,0.001,95700,0,0,-0.05742,
2025-02-13 18:17:56,Open short,USDT,BTCUSDT,0.002,95547.1,0,0,-0.11465652,
2025-02-13 18:10:20,Open long,USDT,BTCUSDT,0.002,95645.7,0,0,-0.11477484,
2025-02-13 18:08:32,Open long,USDT,BTCUSDT,0.002,95580.5,0,0,-0.1146966,
2025-02-13 17:57:16,Open long,USDT,BTCUSDT,0.002,95200,0,0,-0.03808,
2025-02-13 17:12:53,Open long,USDT,BTCUSDT,0.002,95851.2,0,0,-0.11502144,
2025-02-13 16:47:24,Open short,USDT,BTCUSDT,0.002,96186.7,0,0,-0.11542404,
2025-02-13 14:50:05,Open long,USDT,BTCUSDT,0.002,95844.4,0,0,-0.11501328,
2025-02-13 14:18:38,Open long,USDT,BTCUSDT,0.002,95879,0,0,-0.1150548,
2025-02-13 14:11:27,Open long,USDT,BTCUSDT,0.002,95817.5,0,0,-0.114981,
2025-02-13 13:26:37,Open long,USDT,BTCUSDT,0.002,95859.7,0,0,-0.11503164,
2025-02-13 13:22:29,Open long,USDT,BTCUSDT,0.003,95788.1,0,0,-0.17241858,
2025-02-13 13:16:17,Open long,USDT,BTCUSDT,0.003,95750.2,0,0,-0.17235036,
2025-02-13 12:58:21,Open long,USDT,BTCUSDT,0.002,95840,0,0,-0.115008,
2025-02-13 11:55:27,Open short,USDT,BTCUSDT,0.002,96155.5,0,0,-0.1153866,
2025-02-13 11:52:07,Open long,USDT,BTCUSDT,0.002,96142.8,0,0,-0.11537136,
2025-02-13 11:47:13,Open short,USDT,BTCUSDT,0.003,96162,0,0,-0.1730916,
2025-02-13 11:39:18,Open long,USDT,BTCUSDT,0.002,96094.6,0,0,-0.11531352,
2025-02-13 11:37:59,Open short,USDT,BTCUSDT,0.003,96073.7,0,0,-0.17293266,
2025-02-13 10:32:41,Open long,USDT,BTCUSDT,0.002,96086.6,0,0,-0.11530392,
2025-02-13 10:23:24,Open long,USDT,BTCUSDT,0.002,96093.3,0,0,-0.11531196,
2025-02-13 10:19:00,Open long,USDT,BTCUSDT,0.009,96141.1,0,0,-0.51916194,
2025-02-13 10:19:00,Close short,USDT,BTCUSDT,0.009,96141.2,-1.305180000001,-1.824342480001,-0.51916248,
2025-02-13 10:13:17,Open short,USDT,BTCUSDT,0.008,96090.8,0,0,-0.46123584,
2025-02-13 09:51:21,Open short,USDT,BTCUSDT,0.004,95850.3,0,0,-0.23004072,
2025-02-13 09:43:23,Open short,USDT,BTCUSDT,0.002,95872.6,0,0,-0.11504712,
2025-02-13 08:50:57,Open short,USDT,BTCUSDT,0.002,96084,0,0,-0.1153008,
2025-02-13 08:43:52,Open short,USDT,BTCUSDT,0.007,96098.9,0,0,-0.40361538,
2025-02-13 07:50:45,Open short,USDT,BTCUSDT,0.007,95878.9,0,0,-0.40269138,
2025-02-13 07:49:20,Close short,USDT,BTCUSDT,0.034,95849.3,25.330599999999,23.375274279999,-1.95532572,
2025-02-13 06:15:43,Open short,USDT,BTCUSDT,0.002,96698.7,0,0,-0.11603844,
2025-02-13 06:14:01,Open short,USDT,BTCUSDT,0.003,96767.1,0,0,-0.17418078,
2025-02-13 06:10:45,Open short,USDT,BTCUSDT,0.006,96539.9,0,0,-0.34754364,
2025-02-13 06:09:52,Open short,USDT,BTCUSDT,0.003,96582.9,0,0,-0.17384922,
2025-02-13 06:06:59,Open short,USDT,BTCUSDT,0.02,96576,0,0,-1.158912,
2025-02-13 06:06:39,Close short,USDT,BTCUSDT,0.029,96689.2,9.444099999999,7.761707919999,-1.68239208,
2025-02-13 05:55:38,Open short,USDT,BTCUSDT,0.006,96780,0,0,-0.348408,
2025-02-13 05:51:20,Open short,USDT,BTCUSDT,0.004,97074.4,0,0,-0.23297856,
2025-02-13 05:49:51,Open short,USDT,BTCUSDT,0.001,97072.7,0,0,-0.05824362,
2025-02-13 05:49:51,Open short,USDT,BTCUSDT,0.018,97076.7,0,0,-1.04842836,
2025-02-13 05:49:33,Close short,USDT,BTCUSDT,0.031,97075.8,12.577599999999,10.771990119999,-1.80560988,
2025-02-13 05:14:51,Open short,USDT,BTCUSDT,0.002,97436.5,0,0,-0.1169238,
2025-02-13 05:06:26,Open short,USDT,BTCUSDT,0.005,97390.2,0,0,-0.2921706,
2025-02-12 22:55:59,Open short,USDT,BTCUSDT,0.003,97623.3,0,0,-0.17572194,
2025-02-12 22:32:20,Open short,USDT,BTCUSDT,0.004,97514.8,0,0,-0.23403552,
2025-02-12 22:31:25,Open short,USDT,BTCUSDT,0.002,97494.3,0,0,-0.11699316,
2025-02-12 22:28:51,Open short,USDT,BTCUSDT,0.002,97428.9,0,0,-0.11691468,
2025-02-12 22:23:34,Open short,USDT,BTCUSDT,0.002,97524.4,0,0,-0.11702928,
2025-02-12 22:22:21,Open short,USDT,BTCUSDT,0.003,97499.9,0,0,-0.17549982,
2025-02-12 22:20:28,Open short,USDT,BTCUSDT,0.002,97465,0,0,-0.116958,
2025-02-12 22:19:35,Open short,USDT,BTCUSDT,0.006,97474.9,0,0,-0.35090964,
2025-02-12 22:18:13,Close long,USDT,BTCUSDT,0.031,97500,14.953199999999,13.139699999999,-1.8135,
2025-02-12 22:10:14,Open long,USDT,BTCUSDT,0.008,97070,0,0,-0.465936,
2025-02-12 22:09:28,Open long,USDT,BTCUSDT,0.006,97060.4,0,0,-0.34941744,
2025-02-12 22:08:51,Open long,USDT,BTCUSDT,0.007,97014.7,0,0,-0.40746174,
2025-02-12 22:08:16,Open long,USDT,BTCUSDT,0.005,96963,0,0,-0.290889,
2025-02-12 22:07:52,Open long,USDT,BTCUSDT,0.005,96941.3,0,0,-0.2908239,
2025-02-12 22:06:40,Close short,USDT,BTCUSDT,0.06,96914.3,17.402799999999,13.913885199999,-3.4889148,
2025-02-12 21:25:43,Open short,USDT,BTCUSDT,0.002,97499.9,0,0,-0.11699988,
2025-02-12 21:21:48,Open short,USDT,BTCUSDT,0.002,97429.2,0,0,-0.11691504,
2025-02-12 21:19:29,Open short,USDT,BTCUSDT,0.002,97404.7,0,0,-0.11688564,
2025-02-12 21:17:15,Open short,USDT,BTCUSDT,0.002,97239.9,0,0,-0.11668788,
2025-02-12 21:12:42,Open short,USDT,BTCUSDT,0.002,97300,0,0,-0.11676,
2025-02-12 21:07:59,Open short,USDT,BTCUSDT,0.002,97054.6,0,0,-0.11646552,
2025-02-12 20:53:37,Open short,USDT,BTCUSDT,0.002,97108.2,0,0,-0.11652984,
2025-02-12 20:50:14,Open short,USDT,BTCUSDT,0.002,97135.6,0,0,-0.11656272,
2025-02-12 18:35:10,Open short,USDT,BTCUSDT,0.004,97349,0,0,-0.2336376,
2025-02-12 18:34:04,Open short,USDT,BTCUSDT,0.004,97420.1,0,0,-0.23380824,
2025-02-12 18:32:39,Open short,USDT,BTCUSDT,0.004,97552.5,0,0,-0.234126,
2025-02-12 18:29:54,Open short,USDT,BTCUSDT,0.006,97474.3,0,0,-0.35090748,
2025-02-12 18:27:29,Open short,USDT,BTCUSDT,0.002,97178.4,0,0,-0.11661408,
2025-02-12 18:12:26,Open short,USDT,BTCUSDT,0.004,96940.8,0,0,-0.23265792,
2025-02-12 18:04:12,Open short,USDT,BTCUSDT,0.008,97061.7,0,0,-0.46589616,
2025-02-12 17:59:01,Open short,USDT,BTCUSDT,0.012,96930.9,0,0,-0.69790248,
2025-02-12 17:56:57,Close long,USDT,BTCUSDT,0.197,96889.7,169.473599545476,158.021237005476,-11.45236254,
2025-02-12 15:54:22,Open long,USDT,BTCUSDT,0.003,95310,0,0,-0.171558,
2025-02-12 15:24:42,Open long,USDT,BTCUSDT,0.004,94799,0,0,-0.2275176,
2025-02-12 15:01:47,Open long,USDT,BTCUSDT,0.012,94704,0,0,-0.6818688,
2025-02-12 14:47:18,Open long,USDT,BTCUSDT,0.016,94940.5,0,0,-0.9114288,
2025-02-12 14:32:53,Close short,USDT,BTCUSDT,0.113,94957.3,65.555699999998,59.117595059998,-6.43810494,
2025-02-12 13:45:26,Open long,USDT,BTCUSDT,0.003,96110.1,0,0,-0.17299818,
2025-02-12 13:44:39,Open short,USDT,BTCUSDT,0.004,96132.2,0,0,-0.23071728,
2025-02-12 13:44:09,Open long,USDT,BTCUSDT,0.005,96159.9,0,0,-0.2884797,
2025-02-12 13:44:09,Open long,USDT,BTCUSDT,0.009,96163.8,0,0,-0.51928452,
2025-02-12 13:42:23,Open long,USDT,BTCUSDT,0.007,96119.7,0,0,-0.40370274,
2025-02-12 13:42:00,Open long,USDT,BTCUSDT,0.007,96119.2,0,0,-0.40370064,
2025-02-12 08:52:20,Open short,USDT,BTCUSDT,0.002,95927.9,0,0,-0.11511348,
2025-02-12 08:26:43,Open long,USDT,BTCUSDT,0.003,95972.6,0,0,-0.17275068,
2025-02-12 07:57:17,Open short,USDT,BTCUSDT,0.002,95735.3,0,0,-0.11488236,
2025-02-12 07:57:05,Open short,USDT,BTCUSDT,0.002,95715,0,0,-0.114858,
2025-02-12 07:54:50,Open short,USDT,BTCUSDT,0.003,95780,0,0,-0.172404,
2025-02-12 07:37:52,Open long,USDT,BTCUSDT,0.002,95762.2,0,0,-0.11491464,
2025-02-12 07:20:48,Open long,USDT,BTCUSDT,0.002,95808.9,0,0,-0.11497068,
2025-02-12 06:47:08,Open long,USDT,BTCUSDT,0.002,95777,0,0,-0.1149324,
2025-02-12 06:23:37,Open long,USDT,BTCUSDT,0.002,95886,0,0,-0.1150632,
2025-02-12 06:22:34,Open long,USDT,BTCUSDT,0.002,95800.3,0,0,-0.11496036,
2025-02-12 06:21:00,Open short,USDT,BTCUSDT,0.002,95799.9,0,0,-0.11495988,
2025-02-12 06:19:00,Open short,USDT,BTCUSDT,0.002,95759.4,0,0,-0.11491128,
2025-02-12 06:17:21,Open short,USDT,BTCUSDT,0.002,95619.9,0,0,-0.11474388,
2025-02-12 06:10:25,Open long,USDT,BTCUSDT,0.003,95624.7,0,0,-0.17212446,
2025-02-12 06:05:45,Open long,USDT,BTCUSDT,0.003,95594.6,0,0,-0.17207028,
2025-02-12 06:04:02,Open long,USDT,BTCUSDT,0.005,95573.5,0,0,-0.2867205,
2025-02-12 06:01:38,Open long,USDT,BTCUSDT,0.003,95499,0,0,-0.1718982,
2025-02-12 05:56:44,Open long,USDT,BTCUSDT,0.003,95461.9,0,0,-0.17183142,
2025-02-12 05:51:27,Open long,USDT,BTCUSDT,0.003,95500.3,0,0,-0.17190054,
2025-02-12 05:49:16,Open long,USDT,BTCUSDT,0.002,95532.1,0,0,-0.11463852,
2025-02-12 05:10:17,Open long,USDT,BTCUSDT,0.005,95406.4,0,0,-0.2862192,
2025-02-12 05:08:18,Open long,USDT,BTCUSDT,0.002,95342.4,0,0,-0.11441088,
2025-02-12 04:43:38,Open long,USDT,BTCUSDT,0.002,95589.6,0,0,-0.11470752,
2025-02-12 04:43:10,Open long,USDT,BTCUSDT,0.003,95611,0,0,-0.1720998,
2025-02-12 04:42:34,Open short,USDT,BTCUSDT,0.004,95601.3,0,0,-0.22944312,
2025-02-12 04:39:46,Open short,USDT,BTCUSDT,0.002,95635.3,0,0,-0.11476236,
2025-02-11 23:15:11,Open long,USDT,BTCUSDT,0.005,96138.1,0,0,-0.2884143,
2025-02-11 23:08:07,Open long,USDT,BTCUSDT,0.002,96270.5,0,0,-0.1155246,
2025-02-11 23:07:44,Open short,USDT,BTCUSDT,0.002,96308.2,0,0,-0.11556984,
2025-02-11 23:03:54,Open short,USDT,BTCUSDT,0.002,96410.6,0,0,-0.11569272,
2025-02-11 23:02:50,Open long,USDT,BTCUSDT,0.002,96450.2,0,0,-0.11574024,
2025-02-11 23:00:43,Open long,USDT,BTCUSDT,0.002,96375.3,0,0,-0.11565036,
2025-02-11 22:58:56,Open long,USDT,BTCUSDT,0.004,96222.3,0,0,-0.23093352,
2025-02-11 22:50:40,Open long,USDT,BTCUSDT,0.005,96200.3,0,0,-0.2886009,
2025-02-11 22:49:13,Open long,USDT,BTCUSDT,0.005,96315.8,0,0,-0.2889474,
2025-02-11 22:48:19,Open short,USDT,BTCUSDT,0.002,96394.8,0,0,-0.11567376,
2025-02-11 22:47:21,Open short,USDT,BTCUSDT,0.002,96314,0,0,-0.1155768,
2025-02-11 22:45:58,Open long,USDT,BTCUSDT,0.008,96021.7,0,0,-0.46090416,
2025-02-11 22:44:43,Open short,USDT,BTCUSDT,0.009,96148.4,0,0,-0.51920136,
2025-02-11 22:43:14,Open short,USDT,BTCUSDT,0.002,96135.7,0,0,-0.11536284,
2025-02-11 22:43:14,Open short,USDT,BTCUSDT,0.001,96140,0,0,-0.057684,
2025-02-11 22:42:27,Open long,USDT,BTCUSDT,0.004,96140.3,0,0,-0.23073672,
2025-02-11 22:41:34,Open long,USDT,BTCUSDT,0.002,96121.4,0,0,-0.11534568,
2025-02-11 22:41:03,Open long,USDT,BTCUSDT,0.002,96090.9,0,0,-0.11530908,
2025-02-11 22:39:52,Open long,USDT,BTCUSDT,0.004,96080.5,0,0,-0.2305932,
2025-02-11 22:39:26,Open long,USDT,BTCUSDT,0.002,96021.2,0,0,-0.11522544,
2025-02-11 22:32:53,Open short,USDT,BTCUSDT,0.008,95810,0,0,-0.459888,
2025-02-11 22:24:43,Open short,USDT,BTCUSDT,0.008,95662.2,0,0,-0.45917856,
2025-02-11 22:24:11,Open long,USDT,BTCUSDT,0.002,95667.7,0,0,-0.11480124,
2025-02-11 22:09:36,Open short,USDT,BTCUSDT,0.001,95296.1,0,0,-0.05717766,
2025-02-11 22:09:36,Open short,USDT,BTCUSDT,0.003,95296,0,0,-0.1715328,
2025-02-11 22:09:15,Open long,USDT,BTCUSDT,0.002,95290.5,0,0,-0.1143486,
2025-02-11 22:02:16,Open short,USDT,BTCUSDT,0.004,95417,0,0,-0.2290008,
2025-02-11 22:02:16,Open short,USDT,BTCUSDT,0.003,95419.1,0,0,-0.17175438,
2025-02-11 21:26:23,Open short,USDT,BTCUSDT,0.004,95076.8,0,0,-0.22818432,
2025-02-11 21:16:33,Open short,USDT,BTCUSDT,0.004,94990.2,0,0,-0.22797648,
2025-02-11 20:37:25,Open short,USDT,BTCUSDT,0.001,94888,0,0,-0.0569328,
2025-02-11 20:37:25,Close long,USDT,BTCUSDT,0.001,94888,-2.730721225895,-2.787654025895,-0.0569328,
2025-02-11 20:36:14,Open short,USDT,BTCUSDT,0.004,94872,0,0,-0.2276928,
2025-02-11 20:33:52,Open short,USDT,BTCUSDT,0.028,95033.5,0,0,-1.5965628,
2025-02-11 20:27:51,Close short,USDT,BTCUSDT,0.058,94961.8,26.138799999999,22.834129359999,-3.30467064,
2025-02-11 19:58:23,Open short,USDT,BTCUSDT,0.003,95481.1,0,0,-0.17186598,
2025-02-11 19:55:53,Open short,USDT,BTCUSDT,0.01,95447.9,0,0,-0.5726874,
2025-02-11 19:54:54,Open long,USDT,BTCUSDT,0.002,95496.2,0,0,-0.11459544,
2025-02-11 19:54:32,Open short,USDT,BTCUSDT,0.003,95492,0,0,-0.1718856,
2025-02-11 19:53:56,Open short,USDT,BTCUSDT,0.003,95520.2,0,0,-0.17193636,
2025-02-11 19:52:26,Open short,USDT,BTCUSDT,0.003,95435.6,0,0,-0.17178408,
2025-02-11 19:51:50,Open short,USDT,BTCUSDT,0.001,95413,0,0,-0.0572478,
2025-02-11 19:51:50,Open short,USDT,BTCUSDT,0.002,95413.3,0,0,-0.11449596,
2025-02-11 19:51:01,Open short,USDT,BTCUSDT,0.033,95376.3,0,0,-1.88845074,
2025-02-11 19:50:50,Close short,USDT,BTCUSDT,0.037,95402.3,12.614199999999,10.496268939999,-2.11793106,
2025-02-11 19:48:47,Open short,USDT,BTCUSDT,0.004,95465,0,0,-0.229116,
2025-02-11 19:47:44,Open short,USDT,BTCUSDT,0.001,95529.7,0,0,-0.05731782,
2025-02-11 19:47:44,Close long,USDT,BTCUSDT,0.001,95529.7,-2.221678802514,-2.278996622514,-0.05731782,
2025-02-11 19:29:25,Open long,USDT,BTCUSDT,0.002,95650,0,0,-0.11478,
2025-02-11 19:29:08,Open short,USDT,BTCUSDT,0.001,95606.1,0,0,-0.05736366,
2025-02-11 19:29:08,Close long,USDT,BTCUSDT,0.001,95606.1,-2.280851628482,-2.338215288482,-0.05736366,
2025-02-11 19:28:01,Open short,USDT,BTCUSDT,0.003,95600.3,0,0,-0.17208054,
2025-02-11 19:26:06,Open short,USDT,BTCUSDT,0.003,95622.3,0,0,-0.17212014,
2025-02-11 19:17:38,Open long,USDT,BTCUSDT,0.002,95771.9,0,0,-0.11492628,
2025-02-11 19:17:05,Open short,USDT,BTCUSDT,0.007,95793.9,0,0,-0.40233438,
2025-02-11 19:09:58,Open short,USDT,BTCUSDT,0.018,95848.8,0,0,-1.03516704,
2025-02-11 19:09:32,Close short,USDT,BTCUSDT,0.029,95832.3,7.873899999999,6.206417979999,-1.66748202,
2025-02-11 19:00:04,Open long,USDT,BTCUSDT,0.004,96105.3,0,0,-0.23065272,
2025-02-11 18:59:30,Open short,USDT,BTCUSDT,0.003,96120.1,0,0,-0.05767206,
2025-02-11 18:47:40,Open short,USDT,BTCUSDT,0.003,96120.1,0,0,-0.05767206,
2025-02-11 18:46:56,Open short,USDT,BTCUSDT,0.001,96090,0,0,-0.057654,
2025-02-11 18:46:56,Close long,USDT,BTCUSDT,0.001,96090,-2.233748158132,-2.291402158132,-0.057654,
2025-02-11 18:43:44,Open short,USDT,BTCUSDT,0.022,96100,0,0,-1.26852,
2025-02-11 18:43:04,Close short,USDT,BTCUSDT,0.162,96144.4,108.29679664084,98.95156096084,-9.34523568,
2025-02-11 17:50:28,Open short,USDT,BTCUSDT,0.001,96410.3,0,0,-0.05784618,
2025-02-11 17:50:28,Close long,USDT,BTCUSDT,0.001,96410.3,-1.913448158132,-1.971294338132,-0.05784618,
2025-02-11 17:45:53,Open short,USDT,BTCUSDT,0.001,96424.3,0,0,-0.05785458,
2025-02-11 17:45:53,Close long,USDT,BTCUSDT,0.001,96424.3,-1.899448158132,-1.957302738132,-0.05785458,
2025-02-11 17:42:21,Open short,USDT,BTCUSDT,0.001,96476.8,0,0,-0.05788608,
2025-02-11 17:42:21,Close long,USDT,BTCUSDT,0.001,96476.8,-1.846948158132,-1.904834238132,-0.05788608,
2025-02-11 17:00:28,Open short,USDT,BTCUSDT,0.001,96912.9,0,0,-0.05814774,
2025-02-11 17:00:28,Close long,USDT,BTCUSDT,0.001,96912.9,-1.410848158132,-1.468995898132,-0.05814774,
2025-02-11 16:47:39,Open short,USDT,BTCUSDT,0.001,96895.3,0,0,-0.05813718,
2025-02-11 16:47:39,Close long,USDT,BTCUSDT,0.001,96895.3,-1.428448158132,-1.486585338132,-0.05813718,
2025-02-11 16:18:21,Open short,USDT,BTCUSDT,0.001,97099.9,0,0,-0.05825994,
2025-02-11 16:18:21,Close long,USDT,BTCUSDT,0.001,97099.9,-1.223848158132,-1.282108098132,-0.05825994,
2025-02-11 15:27:48,Open short,USDT,BTCUSDT,0.001,96806.7,0,0,-0.05808402,
2025-02-11 15:27:48,Close long,USDT,BTCUSDT,0.001,96806.7,-1.517048158132,-1.575132178132,-0.05808402,
2025-02-11 15:21:48,Open short,USDT,BTCUSDT,0.002,96868.9,0,0,-0.11624268,
2025-02-11 15:21:48,Close long,USDT,BTCUSDT,0.002,96868.9,-2.909696316263,-3.025938996263,-0.11624268,
2025-02-11 15:12:27,Open short,USDT,BTCUSDT,0.001,96847.2,0,0,-0.05810832,
2025-02-11 15:12:27,Close long,USDT,BTCUSDT,0.001,96847.2,-1.476548158132,-1.534656478132,-0.05810832,
2025-02-11 15:03:53,Open short,USDT,BTCUSDT,0.001,96723.9,0,0,-0.05803434,
